File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine
fe0300036,151,B,535.49,542.39,6.899999999999977,do they tell us when uh when we are done or is this uh we can just keep talking until we feel that we've exhausted the subject ,1.0
fe0300036,152,A,541.75,549.33,7.580000000000041,  well i think we have to go for at least ten minutes so i think they might tell us when we're done this is the first one i've done so far so ,2.0
fe0300036,177,A,647.98,654.18,6.199999999999932,the scientific medicines so i've had really good luck with going and having herbs and that kind of thing done ,1.0
fe0300038,17,A,23.33,28.07,4.740000000000002,at the end of the semester when i'm done with everything then my body kind of shuts down for a little while ,1.0
fe0300039,142,B,310.03,313.57,3.5400000000000205,i suppose it's a lot faster i was doing it by hand everything was done by hand ,1.0
fe0300039,214,B,482.36,483.39,1.0299999999999727,what's been done ,1.0
fe0300039,216,B,484.03,485.18,1.150000000000034,and how it's been done ,1.0
fe0300039,244,A,559.73,564.68,4.949999999999932,um n- i've done very little uh you know just cause i've been in my own apartments and that sort of thing ,1.0
fe0300039,290,B,674.38,677.82,3.4400000000000546,well i had done this kind of thing since i was about six- sixteen ,1.0
fe0300040,128,B,274.48,276.57,2.089999999999975,you know something needs to be done obviously but ,1.0
fe0300040,233,B,465.41,466.84,1.42999999999995,they wouldn't have done anything else ,1.0
fe0300045,302,B,610.17,611.6,1.4300000000000637, so  they had never done one they said ,1.0
fe0300046,211,A,676.2,679.43,3.2299999999999045,i was thinking so too so you've not done this before either ,1.0
fe0300050,49,B,174.95,180.64,5.689999999999998,um and it's often done just by accident i mean people not realizing that they don't know sources of information ,1.0
fe0300055,4,A,7.87,11.69,3.8199999999999994,i've never done this before so ,1.0
fe0300055,85,A,232.94,244.44,11.5,yeah i i've done that myself where you've caught your self and you just automatically stop in the middle of a sentence going you know i wouldn't appreciate this if somebody was saying this about me so i'm just as wrong ,1.0
fe0300055,97,A,259.02,261.28,2.259999999999991,no my husbands done this before but ,1.0
fe0300057,192,A,378.78,380.7,1.920000000000016,i've done patch but ,1.0
fe0300061,302,B,583.26,585.15,1.8899999999999864,done any any hard to him ,1.0
fe0300063,44,A,142.3,144.75,2.4499999999999886,so have you have you done more than one of these ,1.0
fe0300064,74,A,190.87,193.98,3.109999999999985,that you you know smoking should be completely done away with ,1.0
fe0300064,108,B,303.61,317.94,14.329999999999984,t.v. room up on the second floor and um when i go up there to watch t.v. pretty much i'm done for the night  whereas a couple of years ago when i was smoking in the house i would i would you know occasionally smoke up there as well ,1.0
fe0300064,146,A,419.88,428.13,8.25,yeah yeah and and that's kind of an interesting dilemma because you know a cigarette is if it's half done you kinda just toss it but a ,1.0
fe0300064,150,A,428.24,431.02,2.7799999999999727,half done cigar you don't really wanna toss it ,1.0
fe0300065,174,B,581.63,594.07,12.440000000000055, i know and i'm just like and like even tonight for dinner i actually just got done eating before the phone rang i bought a vegetarian frozen dinner with a vegetarian salisbury steak and i'm sitting there eating it and i had to throw it away it was so nasty ,1.0
fe0300073,113,B,406.78,416.68,9.900000000000034,exactly yeah that that's pretty clever yes it could be done certainly i i think that the the thing the thing about the japanese versions i think there there's a deliberate you know measure of sadism in it ,1.0
fe0300073,128,A,459.49,470.99,11.5,hey you know you walk into these things knowing these rules and knowing that these people voluntarily said that they've done a parody of it on the simpsons that was disturbingly accurate ,1.0
fe0300073,136,A,492.81,499.6,6.7900000000000205,what moron why don't we put them in the oven when we're done  you ,1.0
fe0300078,120,B,308.18,310.71,2.5299999999999727,have you done one of these one other study before ,1.0
fe0300082,289,B,497.69,504.7,7.009999999999991,oh yeah i don't hate it no way yeah that would be that would be done i'd move  if it was that bad ,1.0
fe0300088,157,A,383.29,386.74,3.4499999999999886,um i don't know i think like once we're done we're supposed to just ,1.0
fe0300093,121,B,328.45,330.73,2.2800000000000296,i- is is that i've never done that ,1.0
fe0300093,126,A,334.54,338.11,3.569999999999993,yeah it's it's n- it's not really but it gets the job done ,1.0
fe0300094,168,B,397.95,402.7,4.75,i don't understand it it's like like i said i get too addicted to t.v. and then i don't get like my work done ,1.0
fe0300094,208,B,469.88,471.79,1.910000000000025,to everybody and it had looked like she had done it ,1.0
fe0300095,250,A,515.53,519.21,3.6800000000000637,like in colleges like you're trying to have as much fun as possible and then like still get the work done ,1.0
fe0300098,69,B,203.08,208.71,5.6299999999999955,another program that had done a skit that was a take off on it and i thought well ,1.0
fe0300098,79,B,233.1,243.25,10.150000000000006,and she talks in that bizarre voice and the only little bit that i saw was when she was doing her she was doing her bedroom and she wanted her entire bedroom done in pink ,1.0
fe0300098,159,B,510.89,518.19,7.300000000000068,and then once my studies were done and i had that opportunity i realized that there was nothing to watch so ,1.0
fe0300100,9,B,7.93,10.46,2.530000000000001,i haven't done this yet so ,1.0
fe0300100,277,A,519.25,526.79,7.539999999999964,yeah no i i like the most random moment like of all the things she's ever done to piss off her family she thought of the time she said we have no food ,1.0
fe0300101,49,A,221.91,226.96,5.050000000000011,other than like the really hot hyped like the first time they had ever been done like the osbournes and ,1.0
fe0300101,114,A,461.46,463.61,2.150000000000034,you know it was purposely done on like ,1.0
fe0300102,78,B,254.16,267.82,13.659999999999997,never done anything remotely like bad and then there was like this complete like rebel who called herself the lisp- lipstick lesbian or something  and the two of those i mean you know i even you know it was fun to laugh at ,1.0
fe0300105,23,A,57.08,61.2,4.1200000000000045,then what do you think should be done to disarm them ,1.0
fe0300105,154,B,433.48,436.48,3.0, i haven't done this before it's from ah ,1.0
fe0300107,59,A,228.68,239.04,10.359999999999985,th- i don't think they've done it and people don't people don't seem to be convinced and yet the- there isn't a huge outcry against it and i think to a large extent ,1.0
fe0300107,77,B,304.24,308.05,3.8100000000000023,they do it all the time it's not a matter of that it can't be done ,1.0
fe0300108,175,B,412.28,416.79,4.510000000000048,people have done suspicious things at airport at airplanes and have gotten jumped ,1.0
fe0300108,182,A,424.64,427.92,3.2800000000000296,although the security thing doesn't really i mean what they've done is not um ,1.0
fe0300109,72,B,176.63,179.75,3.1200000000000045,say what a bad person that he is and look what he's done with the ,1.0
fe0300110,13,A,29.8,42.58,12.779999999999998,bombing the country um because we disagree with the leader um i feel like it's the job that the u.n. should handle as opposed to the united states and i feel like the u.n. has done an adequate jobs of ,1.0
fe0300110,27,B,98.7,111.32,12.61999999999999, at least for the time being it's more appropriate for the u.n. to be calling the shots so to speak and figuring out what needs to be done and i mean i think we need to give the arms inspections an adequate opportunity to work ,1.0
fe0300112,3,B,62.92,69.49,6.569999999999993,no i mean i definitely have the opinion that if anything is done it should be done uh unil- unilaterally it should be done through the u.n. because ,3.0
fe0300112,98,B,268.87,273.36,4.490000000000009,i mean it's only like i think ten or maybe twelve minutes that it goes for but have you have you not done this before ,1.0
fe0300114,23,A,85.88,89.26,3.3800000000000097,so far they have cooperated and they've done everything ,1.0
fe0300114,143,B,432.88,438.22,5.340000000000032,near jessup hall that has ah that ha- that's done by the students for ,1.0
fe0300114,154,B,489.1,494.44,5.339999999999975,ah saddam just looks like himself and bush looks sort of bush is done as a hippy  ,1.0
fe0300114,222,A,705.25,708.61,3.3600000000000136,they they beep in and tell you when you're done so ,1.0
fe0300116,91,B,283.56,287.6,4.0400000000000205,so you know you can sort of touch on it for a little bit have you done many of these ,1.0
fe0300116,133,B,391.47,393.19,1.7199999999999704,so have you done a lot of these ,1.0
fe0300121,126,B,426.24,429.51,3.269999999999982,it's weird so have you done a lot of these ah calls ,1.0
fe0300124,186,A,647.58,649.43,1.849999999999909,i've done enough study ,1.0
fe0300126,22,B,43.61,46.26,2.6499999999999986,but i know sometime so of that has to be done in order for ,1.0
fe0300126,41,B,83.1,84.46,1.3599999999999994,i didn't get everything done ,1.0
fe0300126,71,A,160.73,166.13,5.400000000000006,you know someone that they know who has done something with there life besides ,1.0
fe0300126,168,B,395.17,397.55,2.3799999999999955,i haven't done to many of these yet so i'm not really su- ,1.0
fe0300130,7,A,7.48,8.55,1.0700000000000003,have you done this before ,1.0
fe0300130,9,A,9.66,10.9,1.2400000000000002,i've never done this before ,1.0
fe0300133,138,A,429.17,430.44,1.2699999999999818,being done too you know ,1.0
fe0300138,24,B,55.14,67.65,12.510000000000005,yeah um  i i've kind of been struggling with this issue back and forth for a while now and i i'm really not sure where i stand because on one hand i kind of feel like something has to be done ,1.0
fe0300142,130,B,290.71,296.3,5.590000000000032,right building the nation i was i was reading somewhere that what uh was done ,1.0
fe0300142,137,B,307.11,308.73,1.6200000000000045,what should be done ,1.0
fe0300143,205,A,700.64,709.86,9.220000000000027,they ah should tell us when our time's up that we have thirty seconds left to say goodbye or something but they haven't done it yet i'm trying to look and see how long we've been on the phone ,1.0
fe0300144,11,B,76.99,78.66,1.6700000000000017,and so it is it is a done deal ,1.0
fe0300145,5,A,5.37,8.44,3.0699999999999994,okay well this is the first time i'm doing this so have you done this before ,1.0
fe0300145,21,B,59.84,67.89,8.049999999999997,done any resistance against ah proper inspections and in that case um ,1.0
fe0300145,33,B,99.6,107.55,7.950000000000003,yeah but i think the point is if if the inspection is being done and if all these things if ,1.0
fe0300145,266,B,713.49,719.9,6.409999999999968,who tried to get s- a lot of the information out about what the u.s. army has done in the past ,1.0
fe0300146,135,B,477.67,486.33,8.659999999999968,you know conflict or you know but they ha- iraq hasn't even done anything they haven't invaded anyone or you know ,1.0
fe0300146,138,A,484.69,490.08,5.389999999999986,it's been what eleven years or twelve years and  and they haven't done anything ,1.0
fe0300147,67,B,212.13,219.21,7.0800000000000125,so yes he's done it and yes he's got 'em and if he's used 'em once he surely will use them again they say he cannot ,1.0
fe0300147,82,A,261.34,264.36,3.0200000000000387, the concern that i have is that what we seem to done ,1.0
fe0300147,83,A,264.37,266.6,2.230000000000018,ah to have done at least in the media ,1.0
fe0300147,114,B,389.53,398.09,8.560000000000002,y- yet had we had we stayed and helped the kurds he would not have done that to them but they were down and he could do it ,1.0
fe0300147,130,A,448.84,454.85,6.010000000000048,you know and we things were done right on a certain level you know we went in and we won but we rebuilt those countries ,1.0
fe0300147,133,A,469.17,476.02,6.849999999999966,you know  and it worked out to our benefit on both levels whereas you know from the korean war on all we've done is go in ,1.0
fe0300149,3,B,57.31,58.67,1.3599999999999994,that was all done ,1.0
fe0300149,94,B,277.46,277.94,0.4800000000000182,done ,1.0
fe0300149,100,B,294.17,295.68,1.509999999999991,take it you're done in two h- you know ,1.0
fe0300152,42,B,113.4,125.43,12.030000000000001,you know especially after the whole terrorism thing is we're not as invincible as we think we are  you know and i guess although i think that what we've done in the past that ,1.0
fe0300152,45,B,125.91,133.37,7.460000000000008,i guess i kind of think that things that the u.s. government has done in the past may have been what caused some of these problems now ,1.0
fe0300155,8,A,9.62,12.69,3.0700000000000003,i guess so this is the first one i've done ,1.0
fe0300155,35,A,129.28,137.77,8.490000000000009,or to the fact that no one has done anything about um what was discovered in the election of two thousand um ,1.0
fe0300155,51,A,213.31,220.31,7.0,and no one has done anything about that i mean it was a huge issue for a very short time  ,1.0
fe0300156,85,A,250.1,254.55,4.450000000000017,and something should be done i guess i wish we were more consistent in ,1.0
fe0300159,127,B,276.54,282.76,6.21999999999997,it was like i went there undergrad and then i just added an extra year and kind of burned myself out so know i'm like completely done with school. ,1.0
fe0300159,259,B,550.97,555.02,4.0499999999999545,so now i'm like you know what you know if i did ah the fifth year applied i probably could have done it ,1.0
fe0300163,49,A,145.82,150.79,4.969999999999999,no no not really i haven't actually done any shopping yet but uh ,1.0
fe0300163,67,A,196.43,206.89,10.45999999999998,last year i had all my christmas shopping done before i went home to visit my family um but that was probably the only ,1.0
fe0300163,74,B,216.05,221.83,5.780000000000001,i used to be someone who would get it all done like a month ahead of time and it seems like every year now ,1.0
fe0300163,99,B,303.8,305.67,1.8700000000000045,but i haven't done that yet ,1.0
fe0300163,122,B,379.12,393.43,14.310000000000002,so many gifts that i feel i should buy these days i don't even have time to think about that aspect of it it's just like get the list done it's a checklist to get through and but i i guess a lot of that is your your personal attitude you just have to ,1.0
fe0300163,207,A,647.18,650.99,3.810000000000059,oh yeah yeah that's what i've done past two ,1.0
fe0300163,225,B,681.41,684.94,3.5300000000000864,that should be fun i've never done anything like that on new years eve so ,1.0
fe0300166,34,B,83.23,89.21,5.97999999999999,a little something that forces everybody to rest no stores no shopping can be done ,1.0
fe0300166,137,B,381.2,385.58,4.3799999999999955,a graduate student i'm almost done i have to do my research project now ,1.0
fe0300166,186,A,521.96,529.48,7.519999999999982, but my husband's going to seminary so we're we may try to pick up and move everybody at the same time when he's done ,1.0
fe0300166,214,A,598.34,609.58,11.240000000000009,getting yourself ready for christmas and i of course think of getting myself ready for christmas as getting the cards out and  shopping done and  not a whole lot of time for ,1.0
fe0300169,36,A,69.43,71.52,2.089999999999989,i guess i don't at this point in my life i haven't done ,1.0
fe0300169,171,A,395.54,397.74,2.1999999999999886,done about as much as we can do i think ,1.0
fe0300169,180,A,424.51,429.14,4.6299999999999955,we're done maybe i'll talk to you on another conversation later ,1.0
fe0300170,156,A,447.5,452.89,5.389999999999986, all right are we supposed to keep t- talking for ten and we're we're about done with the ten minutes ,1.0
fe0300170,158,B,451.12,455.48,4.360000000000014,i think so but i mean i mean you know it's been done ,1.0
fe0300172,51,B,172.67,180.85,8.180000000000007,just putting up all the decorations and stuff and then like stuff that my father has always done or my mom and dad did together and then all the kids would come home and now it's like ,1.0
fe0300172,131,B,383.07,389.81,6.740000000000009,just having a dedicated month when no work is expected to get done i mean even if you are at work like you know it's ,1.0
fe0300173,129,A,339.0,348.12,9.120000000000005,shopping done i haven't started yet and i'm not going be home till like four days before christmas so that is when i'll be doing my shopping because i have finals and stuff ,1.0
fe0300175,1,A,59.2,66.66,7.459999999999994,incredibly fun thing to do because i had never done that so wh- well what do you like doing for your birthdays ,1.0
fe0300175,43,B,167.16,172.41,5.25,sometimes so far though i haven't done that for my birthday yet to go to go someplace on my own ,1.0
fe0300176,216,B,537.71,542.76,5.0499999999999545,and the made comparisons to yeah i mean it was pretty it was really like nicely done it was very ,1.0
fe0300180,234,A,450.84,451.82,0.9800000000000182,oh you're all done ,1.0
fe0300181,120,A,425.49,430.9,5.409999999999968,your like mom that is absolutely crazy she goes oh i had to i wouldn't have gotten it done in time if i hadn't so ,1.0
fe0300181,121,B,430.37,436.3,5.930000000000007,yep yep she would of have to do like one a week or something if she hadn't done it during the holidays ,1.0
fe0300182,54,A,211.6,217.14,5.539999999999992,you know and i have a hard time celebrating the ones we have i haven't done any christmas shopping yet ,1.0
fe0300186,79,B,252.17,255.45,3.280000000000001,so do we just kind of like talk until we're done or ,1.0
fe0300186,82,A,258.64,260.35,1.7100000000000364,first time i've done this yeah ,1.0
fe0300186,169,A,509.88,512.03,2.1499999999999773,i think we must be nearly done by now ,1.0
fe0300189,16,B,109.36,113.0,3.6400000000000006,we're done literally the harvest and ,1.0
fe0300189,19,A,116.23,124.9,8.670000000000002,so it's sort off a time to finally relax because the summer jobs are done and the winter is coming that's what you mean ,1.0
fe0300190,136,A,318.38,324.3,5.920000000000016,you know i mean i guess that might make it stressful because then people feel obligated to cook but it could be done at a time where ,1.0
fe0300192,256,B,669.39,677.65,8.259999999999991,but it would be nice to do the whole country doing it all on one day how much could you get done if every single person ,1.0
fe0300192,271,B,711.9,719.43,7.529999999999973,ten minutes i don't i i think it m- must be coming to an end then then pretty soon have you done this one before ,1.0
fe0300195,62,A,186.88,193.72,6.840000000000003,oh it was it was very nice it was at my um my aunt has done it every year for as long as i remember ,1.0
fe0300196,151,A,352.6,354.22,1.6200000000000045,the internet has done ,1.0
fe0300197,125,A,484.81,499.28,14.46999999999997,and when you're done you can leave a donation if you want and they have a little tiny room where they laid you they had baked cookies and you could buy a couple of cookies on your way out or a handmade candle and it was just sort of it was like the anti christmas ,1.0
fe0300198,189,B,564.09,568.83,4.740000000000009,and speaking of christmas have you ever done the chinese christmas presents ,1.0
fe0300198,209,A,615.8,621.37,5.57000000000005,i don't it doesn't look like it's done yet but but it's it's about i don't know ,1.0
fe0300199,108,A,283.2,285.49,2.2900000000000205,right which i mean i've done but ,1.0
fe0300199,234,A,587.6,590.35,2.75,right so have you always done it that way ,1.0
fe0300200,112,B,244.91,247.98,3.069999999999993,i feel like a lot of that work's been done for me ,1.0
fe0300206,136,B,399.44,403.29,3.8500000000000227,once i'm done school here i am going to move somewhere more temperate ,1.0
fe0300208,100,A,409.03,410.43,1.400000000000034,i don't know have you done this before cause ,1.0
fe0300209,125,A,240.18,242.65,2.469999999999999,i know this is actually the first call i've done for the survey ,1.0
fe0300215,142,A,447.09,459.47,12.380000000000052,right but i think it but i think it i don't think it's so much the time that that that that's the deciding factor but rather the experiences you know if you've known someone for two years you haven't done much together you know ,1.0
fe0300215,151,A,477.0,485.24,8.240000000000009,um time thing is really subject to what you have done together during that time ,1.0
fe0300217,8,A,8.05,11.09,3.039999999999999,good have you done these before ,1.0
fe0300217,114,B,238.42,245.78,7.360000000000014,but there have been like stretches of time where i haven't done it at all for like a month or two because i was too busy doin' other stuff ,1.0
fe0300217,137,B,305.61,310.12,4.509999999999991,i don't know it's the only thing i've ever done ,1.0
fe0300218,185,B,397.88,399.89,2.009999999999991,now you're done but i'm not ,1.0
fe0300218,213,B,450.72,451.51,0.7899999999999636,well i've done that ,1.0
fe0300219,91,A,213.0,220.58,7.5800000000000125,through like one of the services and i'm like you know she sort of gives us all hope that it can be done but i think a lot of it has to do with ,1.0
fe0300219,199,A,497.67,508.04,10.370000000000005,penn or whatever from being in philly and i was like well i know other people are doing this for a fact cause a friend of mine who did it forwarded it to me and she said she's done it twice so i know it has to be working ,1.0
fe0300222,8,A,11.82,13.44,1.6199999999999992,sure i haven't done too many of these so ,1.0
fe0300222,9,B,13.45,14.54,1.0899999999999999,this is the first one i've done ,1.0
fe0300224,73,B,201.99,203.22,1.2299999999999898,you done more ,1.0
fe0300226,59,B,177.32,184.18,6.860000000000014,so i've got about two years left before i'm done and then we'll we'll start having hopefully having kids  ,1.0
fe0300227,146,B,403.93,406.23,2.3000000000000114,have you done many of these calls so far ,1.0
fe0300227,147,A,406.13,409.56,3.430000000000007,no this is the first time i've ever done this actually ,1.0
fe0300230,9,A,12.01,13.54,1.5299999999999994,have you done these yet ,1.0
fe0300230,10,B,13.47,15.07,1.5999999999999996,i've done one ,1.0
fe0300231,326,A,657.72,662.73,5.009999999999991,um and i we've done some work in the past in speech recognition and so forth ,1.0
fe0300232,80,B,173.53,177.82,4.289999999999992,yeah i'm planning to maybe after i'm done with this job here ,1.0
fe0300232,164,A,323.79,327.0,3.2099999999999795,publisher of a book that's being done right now in mexico ,1.0
fe0300232,166,A,328.98,331.44,2.4599999999999795,yeah she's done a few books and i've done two ,2.0
fe0300234,112,B,303.15,317.46,14.310000000000002,oh i mean i wanna be married soon like i would definitely like to have is it i like to have the security of having like that person you know kind of like done and met and accounted for and i could you know i could go for having an extended engagement or something like that but um ,1.0
fe0300235,175,B,448.25,453.63,5.3799999999999955,they've done that been there done that and and passed it and then came out ahead ,2.0
fe0300235,242,B,644.14,651.56,7.419999999999959,i've done you know lots of hobbies like you know like i did a wedding last week and my husb- my husband's high school reunion ,1.0
fe0300238,177,B,397.69,402.47,4.78000000000003,it wasn't even really being selfish i mean he could have done exactly the same things that he ,1.0
fe0300239,107,A,215.51,217.43,1.920000000000016,so have you done one of these calls before ,1.0
fe0300240,126,A,365.89,368.05,2.160000000000025,it's really easy to say i'm done ,1.0
fe0300241,173,A,452.98,455.74,2.759999999999991,uh stay on and you're done for ten minutes li- they give you like a ,1.0
fe0300241,175,A,459.04,462.78,3.7399999999999523,and then when you're all done they they log your call for you and you're given a ,1.0
fe0300243,65,B,172.53,177.42,4.889999999999986, what i want to do that i haven't done since i was a teenager is kayaking ,1.0
fe0300244,171,A,527.29,530.16,2.8700000000000045,i don't know i haven't i've only done it once before ,1.0
fe0300245,93,A,239.11,242.98,3.869999999999976,um well i'm almost done with my master's degree ,1.0
fe0300246,37,A,124.96,129.51,4.549999999999997,and he hasn't put any money into terrorism he's done a lot but he- they put no money into it ,1.0
fe0300246,58,A,154.1,158.9,4.800000000000011,yeah and there no wo- there's no money in the homeland defense the whole organization is being done without ,1.0
fe0300246,190,A,422.09,425.15,3.0600000000000023,i not justifying what they've done ,1.0
fe0300248,69,A,353.58,364.9,11.319999999999993,this isn't necessarily something that  i actively felt like a change of what i've done but i think in my attitude i guess i just i never i've never been one to ,1.0
fe0300249,6,A,76.54,85.86,9.319999999999993,uh on that day we really haven't done we haven't uh we're not i don't feel like we're any safer uh than we were on that day and uh ,1.0
fe0300249,14,B,119.2,122.46,3.259999999999991,even though i understand that those things should probably be done ,1.0
fe0300255,33,B,106.92,114.03,7.109999999999999,i have to say i haven't done anything really differently i was actually quite annoyed with all the all the media stuff ,1.0
fe0300255,54,A,168.7,178.94,10.240000000000009,um yeah well that's interesting i mean one thing that i did do um starting from september eleventh i mean i'd actually done this before then but i really started paying attention to how ,1.0
fe0300256,142,A,452.21,454.76,2.5500000000000114,have we done anything to invade them so far ,1.0
fe0300256,146,B,466.02,480.56,14.54000000000002,if um if the arms inspections don't go well or according to how we want them to go yeah uh the you know i don't think we've done anything invasive yet but um but yeah but i i don't really feel comfortable with the idea of of going in with some sort of military action ,1.0
fe0300259,115,B,346.25,360.85,14.600000000000023,in general well okay i i've done i've done done a whole lot of holocaust reading but that's not um  well i guess it pertains to this but yeah i i've i've done a lot a lot of holocaust reading and i've read a little bit of ,4.0
fe0300259,129,B,401.98,407.19,5.2099999999999795,yeah the the it for holocaust stuff i've done a lot i've ,1.0
fe0300259,213,B,690.34,704.38,14.039999999999964,never been done before but one thing i have been noticing is you know it seemed like every week we hear something like oh al al al qaeda's threatening to uh you know saying ka- more attacks are coming and then nothing's happened  ,1.0
fe0300262,34,B,88.19,95.21,7.019999999999996,yeah so have you done anything differently like since then like in in your life round your residence and everything ,1.0
fe0300262,35,A,94.76,102.4,7.640000000000001,you know actually i can say that i don't think i've done anything differently that i've done you know prior to as opposed to after ,2.0
fe0300262,150,B,477.53,482.95,5.420000000000016, nationality doesn't mean that i mean we've done horrible you know i mean i just think ,1.0
fe0300262,216,A,691.62,697.98,6.360000000000014,which is always a primary thing i guess one thing that should be done i guess is just how you handle it how you handle terrorism ,1.0
fe0300263,12,A,18.04,20.32,2.280000000000001,all right have you done this before ,1.0
fe0300263,143,A,386.95,392.58,5.6299999999999955,  you know little old me but still i could have done who knows what you know  ,1.0
fe0300266,25,B,112.01,115.03,3.019999999999996,have you done traveling since then and have you been cautious about traveling ,1.0
fe0300266,118,A,396.44,400.83,4.389999999999986,yeah so i guess i we could say is what we've done since september eleventh is ,1.0
fe0300275,229,A,453.01,455.12,2.1100000000000136,they might have done that with a pilot ,1.0
fe0300275,238,B,468.39,469.66,1.2700000000000387,what hijackers had done ,1.0
fe0300276,22,A,35.97,44.2,8.230000000000004,'cause let's see i haven't done any traveling this past year don't have any no no 'cause i have done some traveling this past year yeah i flew to salt lake city this uh summer ,2.0
fe0300276,57,B,158.88,163.36,4.480000000000018,but have you done much international like european air travel ,1.0
fe0300276,115,B,385.58,393.44,7.860000000000014,i guess i have run into that sometimes and it's done a lot better but i remember standing in line  um ,1.0
fe0300277,30,B,103.7,111.34,7.640000000000001,right right but since i've always done that i didn't really know that  i couldn't you know go all the way to the gate and wave goodbye through the window ,1.0
fe0300278,4,A,7.23,12.5,5.27,uh my name is jennifer i work actually at the university of pennsylvania where this study's being done ,1.0
fe0300278,111,A,362.85,375.98,13.129999999999995,you people have an awful lot to learn like if this had happened in tel aviv ah we would have had a robot go in there and take care of it in five minutes either it would have detonated it or you know found out it was nothing and gotten it outta there the robot would have done it you know  ,1.0
fe0300278,113,B,375.88,381.08,5.199999999999989,i don't know if they would have done it in five minutes though the the problem is uh one of scale ,1.0
fe0300279,21,B,55.15,66.19,11.04,big terrorist attack will be planned for as by to be done by some other means and the chance of what happened before um i- is greatly lessened ,1.0
fe0300279,174,A,550.52,559.28,8.759999999999991,but i was really lucky because the guy just checked me in from outside where i understand he shouldn't have done or he wasn't supposed to do ,1.0
fe0300280,35,A,90.79,99.18,8.39,but i guess it is good to feel like something is being done instead of nothing because one of the most frustrating feelings is that if you think just nothing is being done ,2.0
fe0300280,52,A,155.85,164.29,8.439999999999998,you know i wonder if anything is done to check them maybe it is but it doesn't uh seem so obvious to me when i'm sitting there on the plane ,1.0
fe0300280,105,A,335.68,349.81,14.129999999999995,well i mean are there some airports that you fly through or do you only through two it may be hard to tell well you feel that people um that there's very little done to check flyers in other airports where you feel like uh there are a lot of um ,1.0
fe0300281,50,B,184.42,186.55,2.130000000000024,uh they could have done this previously ,1.0
fe0300281,171,A,451.46,454.27,2.8100000000000023,but when you go through the internet there's no profiling done ,1.0
fe0300281,199,B,519.28,522.25,2.9700000000000273,you know things may get done slowly but ,1.0
fe0300281,201,B,525.48,526.29,0.8099999999999454,to get them done ,1.0
fe0300282,7,A,72.83,76.22,3.3900000000000006,now that the airplane thing has been done before i'm pretty sure terrorists will just like ,1.0
fe0300286,166,A,456.96,463.63,6.670000000000016,i haven't done the new baggage x rays i have i mean i've gone through airports since they switched over to federal ,1.0
