File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal
ATL_se0_ag1_f_03_1,1277,ATL_se0_ag1_f_03,1693.2861,1695.2419,1.9558,"sometimes they be rude like, the other day,",1,1,8.450237335,8.33,21.25
ATL_se0_ag1_f_03_1,1301,ATL_se0_ag1_f_03,1727.723,1729.3172,1.5942,Or they be like what you finna do?,1,1,12.16456329,12.12,11.25
ATL_se0_ag1_f_03_1,1333,ATL_int_01,1762.2715,1764.5852,2.3137,"Oh, you don't- you don't even like to be called ma'am?",1,0,10.15286152,,
ATL_se0_ag1_f_03_1,1370,ATL_int_01,1805.3819,1807.2985,1.9166,"Ooh, ho. Don't be talking about that.",1,0,18.0086538,17.98,21.25
ATL_se0_ag1_m_01_1,43,ATL_se0_ag1_m_01,42.9965,48.0294,5.0329,"I- yeah d- I be putting that on job applications and everything, bruh, like ",1,1,26.80220261,26.77,25.25
ATL_se0_ag1_m_01_1,161,ATL_Int_01,210.7346,211.7889,1.0543,Might be in some shit.,1,0,13.59238842,12.36,9.0
ATL_se0_ag1_m_01_1,163,ATL_se0_ag1_m_01,212.5712,213.9625,1.3913,There will be some shit with it.,1,0,8.452340715,8.13,2.75
ATL_se0_ag1_m_01_1,338,ATL_se0_ag1_m_01,464.6795,470.5261,5.8466,"get the like clay. That shit be like together, like a rock. That shit just blow up. We used to have, like them kind of fights, nigga.",1,0,17.01048581,16.96,9.0
ATL_se0_ag1_m_01_1,357,ATL_se0_ag1_m_01,496.8403,498.7851,1.9448,So this shit should be pretty interesting.,1,0,13.93552316,13.49,4.5
ATL_se0_ag1_m_01_1,395,ATL_se0_ag1_m_01,549.7093,551.3151,1.6058,"it be like kind of told us like,",1,0,17.11200424,16.8,20.5
ATL_se0_ag1_m_01_1,399,ATL_se0_ag1_m_01,554.3657,555.7268,1.3611,"I'd be like, man fuck that.",1,0,24.02505027,23.52,30.25
ATL_se0_ag1_m_01_1,401,ATL_se0_ag1_m_01,555.9471,560.2306,4.2835,"By the time lunch start, you know what I'm saying, I could be coming back to school from fucking, you know what I'm saying, so.",1,0,19.96919304,19.71,18.0
ATL_se0_ag1_m_01_1,455,ATL_se0_ag1_m_01,633.0238,638.6989,5.6751,"cool little move, cause I was just trying to chill out at that point. I just like damn, I- I must be bad as fuck. It's",1,0,15.50510046,15.3,5.75
ATL_se0_ag1_m_01_1,551,ATL_se0_ag1_m_01,774.5837,776.6654,2.0817,"And that shit mighta not even be right, like",1,0,6.918424894,6.81,8.25
ATL_se0_ag1_m_01_1,555,ATL_se0_ag1_m_01,780.576,782.1797,1.6037,"It just be a black shirt, like",1,1,12.97326735,12.86,3.75
ATL_se0_ag1_m_01_1,583,ATL_se0_ag1_m_01,824.1193,826.2824,2.1631,"I would be good, you know what I'm saying. Like I would be",2,0,13.21526532,13.11,5.0
ATL_se0_ag1_m_01_1,589,ATL_se0_ag1_m_01,830.8486,832.3601,1.5115,"They be, how the fuck did you do this?",1,0,17.46263732,17.19,28.75
ATL_se0_ag1_m_01_1,741,ATL_se0_ag1_m_01,1051.5908,1056.4512,4.8604,"I swear to God, bruh. I said, man these niggas is weird as fuck. I'm finna be late.",1,0,17.69834278,17.63,8.75
ATL_se0_ag1_m_01_1,773,ATL_se0_ag1_m_01,1097.6197,1099.8416,2.2219,"on the east side, bruh, it might be a fuck nigga,",1,0,16.04174659,15.95,32.75
ATL_se0_ag1_m_01_1,793,ATL_Int_01,1128.3856,1130.0402,1.6546,Do you ever be on the west side of Atlanta?,1,1,3.400559592,3.09,4.75
ATL_se0_ag1_m_01_1,804,ATL_se0_ag1_m_01,1138.9986,1145.0346,6.036,"Cause you know, you know what I'm saying, you might, it depend, bruh. Some niggas be intimidated. You can't walk around there intimidated, like,",1,1,13.33402935,13.16,4.0
ATL_se0_ag1_m_01_1,815,ATL_se0_ag1_m_01,1158.2308,1161.2371,3.0063,"you  just gonna know you a bitch, and you'll be treated like a bitch.",1,0,11.74929471,11.65,4.75
ATL_se0_ag1_m_01_1,816,ATL_se0_ag1_m_01,1161.9893,1164.4203,2.431,"You know what I'm saying, like we just be kicking shit though like,",1,1,13.94262026,13.85,5.25
ATL_se0_ag1_m_01_1,820,ATL_se0_ag1_m_01,1167.464,1174.0625,6.5985,"you know what I'm saying, niggas come up tryna roast your ass maybe once or twice. You gotta be able to come back with the shit, you know what I'm saying. Oh, already know.",1,0,14.36790143,14.29,8.5
ATL_se0_ag1_m_01_1,822,ATL_se0_ag1_m_01,1174.4365,1177.3561,2.9196,"Other than that, bruh, we just be smoking jay, you know what I'm saying, chilling, bruh.",1,1,10.7500759,10.62,3.5
ATL_se0_ag1_m_01_1,886,ATL_se0_ag1_m_01,1255.4794,1258.2138,2.7344, It be everywhere.,1,0,12.25355989,12.25,6.75
ATL_se0_ag1_m_01_1,888,ATL_se0_ag1_m_01,1258.515,1259.8359,1.3209,"It be everywhere, bruh.",1,0,10.53642723,10.45,4.0
ATL_se0_ag1_m_01_1,898,ATL_se0_ag1_m_01,1271.4922,1273.8074,2.3152,"Yeah, bruh, I wasn't cut out to be a janitor.",1,0,11.27785266,11.04,5.75
ATL_se0_ag1_m_01_1,1031,ATL_se0_ag1_m_01,1454.2743,1456.6994,2.4251,like even with the meanings that be in it like the,1,0,12.87516364,12.66,9.5
ATL_se0_ag1_m_01_1,1153,ATL_Int_01,1642.5138,1644.7193,2.2055,you would be the- considered the middle child?,1,0,9.723138574,9.15,12.5
ATL_se0_ag1_m_01_1,1327,ATL_Int_01,1911.9096,1912.8562,0.9466,That'd be a hell of a life.,1,0,9.559355084,7.89,5.75
ATL_se0_ag1_m_01_1,1369,ATL_se0_ag1_m_01,1991.527,1992.8401,1.3131,But that bacon be calling me.,1,1,15.53632208,15.36,26.5
ATL_se0_ag1_m_01_1,1393,ATL_Int_01,2020.4356,2021.824,1.3884,"Sure, they be bustling.",1,1,12.59116695,11.48,14.25
ATL_se0_ag1_m_01_1,1406,ATL_se0_ag1_m_01,2037.6856,2040.8357,3.1501,"Shit, I cook hot shit, where you be like, damn you made this?",1,1,13.93627505,13.84,5.25
ATL_se0_ag1_m_01_1,1417,ATL_se0_ag1_m_01,2056.5277,2058.2954,1.7677,"we'll be in there, we'll go hot box.",1,0,11.80903315,11.74,2.0
ATL_se0_ag1_m_01_1,1421,ATL_se0_ag1_m_01,2062.4131,2062.8794,0.4663,it be like,1,1,12.63610395,12.46,2.25
ATL_se0_ag1_m_01_1,1423,ATL_se0_ag1_m_01,2063.3135,2064.9634,1.6499,"two in the morning, niggas be hungry.",1,1,18.00165292,17.86,15.0
ATL_se0_ag1_m_01_1,1425,ATL_se0_ag1_m_01,2066.1438,2068.2314,2.0876,"I go in there and I- I be like, shit,",1,1,10.98092889,10.85,1.75
ATL_se0_ag1_m_01_1,1427,ATL_se0_ag1_m_01,2068.3117,2071.3983,3.0866,"cool well I'm finna cook something. They be like, whatchu gonna cook, bruh? It's like",1,1,18.34890735,18.1,9.0
ATL_se0_ag1_m_01_1,1481,ATL_se0_ag1_m_01,2134.0658,2134.9116,0.8458,She'll be here in,1,0,10.96591002,10.7,3.0
ATL_se0_ag1_m_01_1,1598,ATL_Int_01,2296.281,2297.8621,1.5811,"whatchu be watching, um,",1,1,10.09540875,9.68,9.5
ATL_se0_ag1_m_01_1,1620,ATL_se0_ag1_m_01,2331.0324,2334.0615,3.0291,"Movies, I don't know. I just like good movies. That shit just gotta be good.",1,0,11.48664236,11.23,6.0
ATL_se0_ag1_m_01_1,1625,ATL_Int_01,2345.3002,2347.3989,2.0987,Do you even know when they supposed to be bringing it back?,1,0,11.69234109,11.43,13.0
ATL_se0_ag1_m_01_1,1628,ATL_se0_ag1_m_01,2351.3612,2353.0472,1.686,That shit should be coming back soon.,1,0,14.5020987,14.23,15.25
ATL_se0_ag1_m_01_1,1633,ATL_Int_01,2358.295,2359.699,1.404,I will be the .,1,0,6.184625445,5.47,6.0
ATL_se0_ag1_m_01_1,1664,ATL_se0_ag1_m_01,2408.728,2411.2914,2.5634,"I don't know. I- man, I might be stretching it with twelve, bruh.",1,0,13.06757617,12.93,5.5
ATL_se0_ag1_m_01_1,1665,ATL_Int_01,2411.5066,2412.7792,1.2726,You might be stretching it with twelve?,1,0,27.34816179,26.64,22.75
ATL_se0_ag1_m_01_1,1682,ATL_se0_ag1_m_01,2442.4029,2443.7753,1.3724,"Them shits be evil, nigga.",1,0,14.48178242,14.33,12.75
ATL_se0_ag1_m_01_1,1707,ATL_Int_01,2467.5843,2470.6415,3.0572,"I rock with the Regular Show. They do be having some good, um,",1,1,9.05783701,8.84,11.75
ATL_se0_ag1_m_01_1,1713,ATL_se0_ag1_m_01,2474.8557,2476.2245,1.3688,It be a lot of- whole lot of,1,0,16.80162143,16.69,9.0
ATL_se0_ag1_m_01_1,1803,ATL_Int_01,2612.4356,2616.9368,4.5012,"You don't even rock Jays like, you seem like the dude who wouldn't even be rocking Jays like that.",1,0,8.372412166,8.12,3.75
ATL_se0_ag1_m_01_1,1899,ATL_Int_01,2754.8328,2756.4652,1.6324,"Not really, but I could be.",1,0,9.303269961,9.04,5.25
ATL_se0_ag1_m_02_1,129,ATL_se0_ag1_m_02,133.0566,133.7675,0.7109,who would be,1,0,13.40780064,12.54,14.0
ATL_se0_ag1_m_02_1,135,ATL_se0_ag1_m_02,136.1552,137.4081,1.2529,would be older than me,1,0,14.47831782,13.89,11.75
ATL_se0_ag1_m_02_1,340,ATL_se0_ag1_m_02,342.1506,344.8745,2.7239,everything wasn't in my will to be how it is right now.,1,0,18.26773108,17.08,20.5
ATL_se0_ag1_m_02_1,442,ATL_se0_ag1_m_02,451.4544,453.5492,2.0948,me be able to touch them all how I want to,1,0,23.26536846,19.48,8.0
ATL_se0_ag1_m_02_1,485,ATL_int_01,498.2306,500.3435,2.1129,I think it's very okay to be a weirdo.,1,0,15.63030987,15.33,10.0
ATL_se0_ag1_m_02_1,488,ATL_int_01,502.8189,506.482,3.6631,it's way cooler to be a weirdo now. Not so much back then though,1,0,13.21879577,12.92,6.0
ATL_se0_ag1_m_02_1,504,ATL_int_01,523.8856,525.1034,1.2178,it's something to be proud of.,1,0,12.00951978,11.31,6.5
ATL_se0_ag1_m_02_1,619,ATL_se0_ag1_m_02,663.573,664.485,0.912,"They don't just be like,",1,1,10.86298919,10.75,5.5
ATL_se0_ag1_m_02_1,621,ATL_se0_ag1_m_02,664.5973,668.2486,3.6513,"I write poetry, you know what I'm saying, and be spitting poetry bars.",1,1,24.95921721,24.43,4.0
ATL_se0_ag1_m_02_1,679,ATL_int_01,728.5576,733.3821,4.8245,You gotta really be somebody to take it there cause some people scared to take it there with the poetry shit.,1,0,37.91641609,33.51,27.75
ATL_se0_ag1_m_02_1,717,ATL_se0_ag1_m_02,774.9219,777.2794,2.3575,"it- it may be- you may use poetic terms,",1,0,24.98337907,24.26,27.0
ATL_se0_ag1_m_02_1,727,ATL_int_01,784.6454,787.5271,2.8817,"like anything can be a poem if that's the case though, right?",1,0,17.63878217,15.85,8.5
ATL_se0_ag1_m_02_1,816,ATL_int_01,887.196,888.0416,0.8456,Gonna be rich.,1,0,17.2085271,14.61,6.0
ATL_se0_ag1_m_02_1,912,ATL_se0_ag1_m_02,983.6659,985.2023,1.5364,m- well might as well be great at it.,1,0,11.03013989,10.82,7.5
ATL_se0_ag1_m_02_1,979,ATL_se0_ag1_m_02,1056.1969,1058.2285,2.0316,"gotta be around 'em, gotta find out.",1,0,12.92682637,12.72,6.5
ATL_se0_ag1_m_02_1,1049,ATL_se0_ag1_m_02,1134.8986,1135.8524,0.9538,But I don't be like-,1,1,12.11311264,12.02,9.0
ATL_se0_ag1_m_02_1,1275,ATL_int_01,1387.6378,1389.3246,1.6868,"some kids did come to them, be like, oh,",1,0,14.8675515,13.4,9.75
ATL_se0_ag1_m_02_1,1286,ATL_int_01,1398.3024,1399.4051,1.1027,That shouldn't even be too-,1,0,39.8910513,39.61,30.25
ATL_se0_ag1_m_02_1,1298,ATL_se0_ag1_m_02,1408.0913,1410.7916,2.7003,I wasn't supposed to be on that basketball team.,1,0,21.56144545,21.32,11.0
ATL_se0_ag1_m_02_1,1300,ATL_se0_ag1_m_02,1411.2453,1412.8694,1.6241,I was supposed to be on the football team.,1,0,28.09991982,27.79,17.25
ATL_se0_ag1_m_02_1,1370,ATL_int_01,1484.6499,1486.2196,1.5697,"yeah, they be chop blocking.",1,1,32.11576392,31.88,23.75
ATL_se0_ag1_m_02_1,1436,ATL_se0_ag1_m_02,1558.4256,1562.5953,4.1697,So when- when- you can only be surprised on how- how surprised people were,1,0,26.11696463,25.9,6.25
ATL_se0_ag1_m_02_1,1475,ATL_se0_ag1_m_02,1614.4763,1617.0129,2.5366,cause they already- they looking for me to be a certain person.,1,0,20.08832877,19.89,27.75
ATL_se0_ag1_m_02_1,1489,ATL_se0_ag1_m_02,1629.3532,1631.0687,1.7155,I'm bound to be great in something else,1,0,16.20263389,15.92,5.5
ATL_se0_ag1_m_02_1,1528,ATL_se0_ag1_m_02,1685.6005,1688.8473,3.2468,"I'm paving the way so that way, I can be on some Will and Jada, uh,",1,0,18.7743315,18.63,22.75
ATL_se0_ag1_m_02_1,1537,ATL_int_01,1697.0179,1697.6881,0.6702,That'd be lit.,1,0,13.57174956,13.08,11.75
ATL_se0_ag1_m_02_1,1541,ATL_int_01,1701.4453,1703.0385,1.5932,"that's what parenting is supposed to be, bruh.",1,0,16.84701162,16.78,23.25
ATL_se0_ag1_m_02_1,1544,ATL_se0_ag1_m_02,1703.7294,1705.7491,2.0197,"so that way th- you know what I'm saying, my kid can be",1,0,12.3958211,12.3,6.5
