File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine
DCB_se1_ag2_f_01_1,387,DCB_se1_ag2_f_01,421.6433,422.3501,0.7068,These aren't neighborhood-,1,0
DCB_se1_ag2_f_01_1,2263,DCB_se1_ag2_f_01,2670.0412,2674.1492,4.108,"and people who aren't from here, that's what they know. That's what they identify DC with.",1,0
DCB_se1_ag2_f_02_1,639,DCB_se1_ag2_f_02,955.4132,959.3963,3.9831,brought us up in church and though- and although we not li- her children aren't the most like,1,0
DCB_se1_ag2_f_02_1,2553,DCB_se1_ag2_f_02,3747.3658,3751.6863,4.3205,It's going through Anacostia and Congress Heights and yeah those aren't like nice-,1,0
DCB_se1_ag3_f_01_1,1501,DCB_se1_ag3_f_01,2033.3257,2035.9416,2.6159,aren't taught to go and do those types of things.,1,0
DCB_se1_ag3_f_03_1,3063,DCB_int_01,3512.4278,3518.0392,5.6114,"what we do here is great, but if- if- if the same kinds of lessons and things like that aren't happening once they leave here,",1,0
DCB_se1_ag3_m_03_1,293,DCB_se1_ag3_m_01,571.2344,572.1272,0.8928,Why isn't it that,1,0
DCB_se1_ag3_m_03_1,297,DCB_se1_ag3_m_01,573.0368,577.7672,4.7304,"go go- like why isn't it- what do you think is the reason- like why hasn't it expand- like, cause- because it- it-",1,0
DCB_se1_ag4_m_01_1,2826,DCB_se1_ag4_m_01,3280.0649,3284.2092,4.1443,"stood for a while, then all of a sudden those are- these aren't there anymore there's only the Lincoln, you know.",1,0
DCB_se1_ag4_m_02_1,609,DCB_se1_ag4_m_02,838.1527,845.9777,7.825,"You know, that's- that's- that's the proof of the pudding right there. That's how it this- this- this life is- this city is. But this- this isn't- and this is not the worst city.",1,0
DCB_se2_ag1_m_01_1,2630,DCB_se2_ag1_m_01,3027.5441,3031.7482,4.2041,"But my rappers aren't like YouTube rappers, I like bar for bar speed rapping.",1,0
DCB_se2_ag2_f_02_1,3014,DCB_int_01,3206.3199,3207.3924,1.0725,Aren't you from DC?,1,0
DCB_se2_ag3_f_02_1,825,DCB_se2_ag3_f_02,1386.0116,1389.2856,3.274,And this is how I know when people aren't from here cause-,1,0
DCB_se2_ag3_f_02_1,1574,DCB_se2_ag3_f_02,2446.8031,2447.2178,0.4147,isn't-,1,0
DCB_se2_ag3_f_02_1,1586,DCB_se2_ag3_f_02,2459.05,2462.3099,3.2599,"I don't know, like I feel like people aren't really-",1,0
DCB_se2_ag3_f_02_1,2084,DCB_int_01,3171.5286,3174.4481,2.9195,Like people get mad at the game because they don't- they aren't good at it.,1,0
DCB_se2_ag3_m_01_1,1190,DCB_int_01,1438.6301,1441.6781,3.048,But aren't there theological- Isn't it a theological school? That's what- okay.,1,0
DCB_se2_ag3_m_01_1,1190,DCB_int_01,1438.6301,1441.6781,3.048,But aren't there theological- Isn't it a theological school? That's what- okay.,1,0
DCB_se2_ag3_m_01_1,2104,DCB_se2_ag3_m_01,2606.8342,2608.2146,1.3804,"mean, and we aren't-",1,0
DCB_se2_ag4_f_01_1,3406,DCB_int_01,4296.8459,4297.7913,0.9454,Aren't they rebuilding?,1,0
DCB_se2_ag4_f_05_1,2860,DCB_se2_ag4_f_05,4142.5841,4144.2814,1.6973,"if RD-NAME-2 falls short, aren't you?",1,0
DCB_se3_ag2_f_01_1,1164,DCB_se3_ag2_f_01,1315.0922,1316.1965,1.1043,But it isn't fair but,1,0
DCB_se3_ag2_f_01_1,1625,DCB_se3_ag2_f_01,1803.0885,1807.6112,4.5227,Planning it as been hell.  Like my committee members aren't really helpful.,1,0
DCB_se3_ag2_f_01_1,1865,DCB_se3_ag2_f_01,2063.7897,2064.9223,1.1326,which isn't very helpful.,1,0
DCB_se3_ag3_f_01_1,2121,DCB_se3_ag3_f_01,2973.7079,2979.9978,6.2899,"I don't- I don't really wanna practice so I- then I started feeling like, why do I keep taking it if this isn't what you wanna d- and it was- so it was like a whole bunch of",1,0
DCB_se3_ag3_f_01_1,2256,DCB_se3_ag3_f_01,3151.1216,3152.3228,1.2012,"that's Natural too, isn't it?",1,0
DCB_se3_ag3_f_01_1,2736,DCB_se3_ag3_f_01,3771.6527,3779.4505,7.7978,"For some reason his name isn't here, it has left, but I- th- he- I felt like he was kind of playing himself so I'd say that was the last movie that I really liked that I've seen.",1,0
DCB_se3_ag3_f_02_1,526,DCB_se3_ag3_f_02,593.4767,594.144,0.6673,"aren't. No,",1,0
DCB_se3_ag3_m_01_1,848,DCB_se3_ag3_m_01,807.1816,809.9782,2.7966,"This isn't the right way to school. I remember my friends like, what the heck?",1,0
DCB_se3_ag3_m_01_1,1630,DCB_se3_ag3_m_01,1612.263,1613.2562,0.9932,Well this isn't for me.,1,0
DCB_se3_ag3_m_01_1,1943,DCB_se3_ag3_m_01,1917.4423,1918.1511,0.7088,this isn't for me.,1,0
DCB_se3_ag3_m_01_1,2753,DCB_se3_ag3_m_01,2733.0587,2733.954,0.8953," It's sad, isn't it?",1,0
DCB_se3_ag3_m_02_1,1028,DCB_int_01,1226.9171,1230.41,3.4929,"And the tickets aren't that bad, I think I'm'a go Sunday, cause I- I gotta write.",1,0
LES_se0_ag2_f_01_2,466,LES_se0_ag2_f_01,491.9766,499.1668,7.1902,"The block isn't the same, you know, everybody's not, you know. She doesn't know everybody walking down the street, and then she- you know, if she does she just met them.",1,0
LES_se0_ag2_f_02_1,365,LES_se0_ag2_f_02,465.6862,469.8379,4.1517,"What about the rest of the day when you guys aren't in session? Like, the kids can't.",1,0
LES_se0_ag2_f_02_1,1701,LES_se0_ag2_f_02,2064.6586,2066.4455,1.7869,this isn't a starting over place for you.,1,0
LES_se0_ag4_f_02_2,274,LES_se0_ag4_f_02,355.8597,357.8042,1.9445,"Spike's father is still alive, but Kwame's isn't.",1,0
LES_se0_ag4_m_01_1,696,LES_se0_ag4_m_01,663.0512,663.6483,0.5971,but there isn't a,1,0
LES_se0_ag4_m_01_1,1867,LES_se0_ag4_m_01,1746.4177,1747.8958,1.4781,because there isn't that much,1,0
LES_se0_ag4_m_01_1,1961,LES_se0_ag4_m_01,1835.646,1840.935,5.289,a person isn't gonna wanna pay a million and a half dollars for a condominium or a co-op,1,0
LES_se0_ag4_m_01_1,2701,LES_se0_ag4_m_01,2591.2382,2592.7576,1.5194,in my judgement isn't really,1,0
PRV_se0_ag1_f_02_1,1714,PRV_se0_ag1_f_02,2052.8381,2056.9637,4.1256,It's kind of- The older guys that kind of started it aren't even really into it anymore.,1,0
PRV_se0_ag1_m_02_1,2938,PRV_se0_ag1_m_02,2713.8922,2714.8733,0.9811,It isn't- It ain't no different.,1,0
PRV_se0_ag2_m_02_1,2355,misc,2621.2554,2623.3683,2.1129,Ninety-seven- ninety-six. It was ninety-six isn't it?,1,0
PRV_se0_ag3_f_01_1,195,PRV_se0_ag3_f_01,222.5392,223.6327,1.0935,this isn't for me.,1,0
PRV_se0_ag3_f_01_1,249,PRV_se0_ag3_f_01,301.436,304.719,3.283,"he said, you aren't gonna cry are you? I says, no I'm not gonna cry.",1,0
PRV_se0_ag3_f_01_1,267,PRV_se0_ag3_f_01,330.6408,332.7566,2.1158,"He says, well you know what, if you aren't hurt,",1,0
PRV_se0_ag3_f_02_1,378,PRV_se0_ag3_f_02,451.5777,453.8624,2.2847,"over there and that's really amazing, isn't it?",1,0
PRV_se0_ag3_f_02_2,411,PRV_se0_ag3_f_02,499.3169,501.088,1.7711,So it- it isn't a problem,1,0
PRV_se0_ag3_m_01_2,540,PRV_se0_ag3_m_01,584.0908,586.964,2.8732,"She said aren't you the uh, nephew of Uncle RD-NAME-1?",1,0
ROC_se0_ag1_f_01_1,1115,ROC_se0_ag1_f_01,1590.6492,1592.0344,1.3852,"School isn't fun, so.",1,0
ROC_se0_ag1_f_01_1,1116,ROC_int_01,1592.3005,1596.612,4.3115,"So Rochester then isn't like a great place for young, black millennials?",1,0
ROC_se0_ag1_f_01_1,1284,ROC_se0_ag1_f_01,1847.0928,1858.9557,11.8629,"we couldn't all be on the same page, but again going back to high school resources, you know. How come the city schools aren't targeted or marketed by colleges? How come they don't have programs where,",1,0
ROC_se0_ag1_f_01_1,1339,ROC_se0_ag1_f_01,1939.5356,1941.4313,1.8957,"again, statistically, we aren't",1,0
ROC_se0_ag1_f_01_1,1386,ROC_se0_ag1_f_01,2000.0098,2000.8134,0.8036,that aren't just,1,0
ROC_se0_ag1_f_01_1,1678,ROC_se0_ag1_f_01,2417.4686,2420.7589,3.2903,learned or taught them isn't necessarily the truth about,1,0
ROC_se0_ag1_f_01_1,1892,ROC_se0_ag1_f_01,2700.7735,2709.7999,9.0264,"most of everybody I know has roots somewhere else. They aren't actually born here. I can't trace anybody back that I know of that was just- has always been here,",1,0
ROC_se0_ag1_f_02_1,45,ROC_int_01,52.3753,58.0407,5.6654,"Well, how would you describe the neighborhood for someone who isn't here? Like, what does it look like? Is it like houses, or?",1,0
ROC_se0_ag1_f_03_1,79,ROC_se0_ag1_f_03,111.8095,116.0456,4.2361,"I- maybe I should move, maybe we should move. Like  this isn't working out. Like .",1,0
ROC_se0_ag1_f_03_1,1947,ROC_se0_ag1_f_03,2676.3328,2678.7283,2.3955,I think it's terrible for people who aren't,1,0
ROC_se0_ag1_m_01_1,1252,ROC_se0_ag1_m_01,1593.2848,1594.4038,1.119,"this isn't working,",1,0
ROC_se0_ag1_m_01_1,2295,ROC_se0_ag1_m_01,2896.4161,2897.0922,0.6761,"isn't a lot,",1,0
ROC_se0_ag1_m_02_1,1287,ROC_se0_ag1_m_02,1357.7376,1359.8936,2.156,be like why aren't you known in New York?,1,0
ROC_se0_ag1_m_02_1,2215,ROC_int_01,2427.9071,2428.905,0.9979,"Yeah, so there aren't really",1,0
ROC_se0_ag2_f_01_1,232,ROC_se0_ag3_m_02,163.5088,163.8539,0.3451,isn't that-,1,0
ROC_se0_ag2_f_01_1,1984,ROC_se0_ag2_f_01,1650.2262,1650.5157,0.2895,isn't,1,0
ROC_se0_ag2_f_02_1,165,ROC_int_01,198.1207,200.9911,2.8704,"uh, in this old neighborhood, they probably aren't working at",1,0
ROC_se0_ag2_f_03_1,1160,ROC_se0_ag2_f_03,1628.0704,1633.7693,5.6989,"and they don't even realize, it isn't really geared toward me, or my interests. And so,",1,0
ROC_se0_ag2_f_03_1,1249,ROC_se0_ag2_f_03,1734.473,1740.8833,6.4103,"gay white men aren't aware of that. When they say vogue, they probably think of the Madonna vid- video and that's the end of the conversation.",1,0
ROC_se0_ag2_f_03_1,1338,ROC_se0_ag2_f_03,1853.1129,1860.4558,7.3429,"um, we can keep ourselves busy here. Um, I'm never bored, we are always discovering- it's great that she's not from- my wife isn't from Rochester",1,0
ROC_se0_ag2_f_03_1,1668,ROC_se0_ag2_f_03,2302.5975,2304.0663,1.4688,"And these folks aren't,",1,0
ROC_se0_ag2_f_03_1,1982,ROC_se0_ag2_f_03,2687.2482,2690.9739,3.7257,"this isn't right, we need to do something. And we're not ne- making a lot of progress.",1,0
ROC_se0_ag2_f_04_1,1338,ROC_se0_ag2_f_04,1761.5354,1762.9773,1.4419,But people aren't always,1,0
ROC_se0_ag2_f_04_1,1899,ROC_int_01,2433.295,2434.1885,0.8935,Isn't that interesting?,1,0
ROC_se0_ag2_m_01_1,135,ROC_se0_ag2_m_01,134.0347,135.4783,1.4436,maybe this isn't the norm.,1,0
ROC_se0_ag2_m_01_2,56,ROC_se0_ag2_m_01,70.6744,72.1992,1.5248,Isn't necessarily there.,1,0
ROC_se0_ag2_m_01_4,67,ROC_se0_ag2_m_01,82.1461,85.233,3.0869,"uh, if I'm speaking too loudly. If my presentation isn't",1,0
ROC_se0_ag2_m_01_4,139,ROC_se0_ag2_m_01,162.8666,165.3827,2.5161,"You know, vibranium. These aren't real things, but,",1,0
ROC_se0_ag3_f_01_1,717,ROC_se0_ag3_f_01,780.8251,783.5495,2.7244,"they got- I don't know, those aren't cameras, but they pick up sound.",1,0
ROC_se0_ag3_f_01_1,1927,ROC_se0_ag3_f_01,2091.3678,2093.0744,1.7066,"You know, Christmas time, it still isn't,",1,0
ROC_se0_ag3_f_02_1,1618,ROC_se0_ag3_f_02,1749.0977,1750.0863,0.9886,Isn't that something?,1,0
VLD_se0_ag2_f_01_1,422,VLD_se0_ag2_f_01,510.2835,511.8036,1.5201,teachers aren't like that anymore.,1,0
VLD_se0_ag2_f_01_1,2712,VLD_int_01,3466.8365,3470.9842,4.1477,"yourself and your ideas, so people will give you money. Because it's not- these aren't thing that-",1,0
VLD_se0_ag2_m_01_1,3086,VLD_se0_ag2_m_01,3154.2162,3155.7662,1.55,lot of people I meet aren't really from here.,1,0
VLD_se0_ag3_f_01_1,334,VLD_se0_ag3_f_01,529.6792,530.5045,0.8253,Isn't that sad?,1,0
VLD_se0_ag3_f_01_1,418,VLD_se0_ag3_f_01,635.0167,636.0145,0.9978,Isn't that something.,1,0
VLD_se0_ag3_f_01_1,1062,VLD_int_01,1522.1912,1525.8168,3.6256,"what did you just say? You've always, always been an educator, isn't that what you just said?",1,0
VLD_se0_ag3_f_01_2,61,VLD_se0_ag3_f_01,69.4517,72.4266,2.9749,"Scotts well I think- you switching now aren't you? Okay Scotts,",1,0
VLD_se0_ag3_f_02_1,1464,VLD_se0_ag3_f_02,1801.5735,1804.4027,2.8292,and aren't we glad she did. Cause then I wouldn't have been in coach RD-NAME-2's class.,1,0
VLD_se0_ag3_f_02_1,2228,VLD_se0_ag3_f_02,2783.4454,2786.8866,3.4412,"just because his skin color is different, doesn't mean their love isn't real.",1,0
VLD_se0_ag3_f_02_1,2272,VLD_se0_ag3_f_02,2852.8244,2853.4244,0.6,maybe isn't.,1,0
VLD_se0_ag3_f_02_1,2375,VLD_se0_ag3_f_02,2994.5091,2995.3809,0.8718,My parents aren't,1,0
VLD_se0_ag3_f_02_1,2523,VLD_se0_ag3_f_02,3185.2071,3187.1515,1.9444,The person looking at you isn't al-,1,0
VLD_se0_ag3_f_02_1,2525,VLD_se0_ag3_f_02,3187.584,3189.7802,2.1962,isn't seeing you as standing on your own merits.,1,0
VLD_se0_ag3_m_01_2,879,VLD_se0_ag3_m_01,1160.6409,1161.5436,0.9027,Isn't that something.,1,0
