File,Line,InstancesCountPerLine,FeatureCountPerLine,Content,L3_L1_List,L3_L1_Tuple,CleanedL3_L1_List,CleanedL3_L1_Tuple,Count_CleanedL3_L1_Tuple,NormCount_CleanedL3_L1_Tuple,R1_R3_List,R1_R3_Tuple,CleanedR1_R3_List,CleanedR1_R3_Tuple,Count_CleanedR1_R3_Tuple,NormCount_CleanedR1_R3_Tuple,L3,Cleaned_L3,L3_Count,L3_Norm_Count,L2,Cleaned_L2,L2_Count,L2_Norm_Count,L1,Cleaned_L1,L1_Count,L1_Norm_Count,R1,Cleaned_R1,R1_Count,R1_Norm_Count,R2,Cleaned_R2,R2_Count,R2_Norm_Count,R3,Cleaned_R3,R3_Count,R3_Norm_Count
fe0307364,10,1,1,ah now you know i done got confused now  ,"['you', 'know', 'i']","('you', 'know', 'i')","['you', 'know', 'i']","('you', 'know', 'i')",1.0,0.004429968684994363,"['got', 'confused', 'now']","('got', 'confused', 'now')","['got', 'confused', 'now']","('got', 'confused', 'now')",1.0,0.004429968684994363,you,you,6.0,0.026579812109966176,know,know,3.0,0.013289906054983088,i,i,12.0,0.05315962421993235,got,got,8.0,0.0354397494799549,confused,confused,2.0,0.008859937369988725,now,now,1.0,0.004429968684994363
fe0307458,91,1,1,all of 'em done did albums ,"['all', 'of', ""'em""]","('all', 'of', ""'em"")","['all', 'of', ""'em""]","('all', 'of', ""'em"")",1.0,0.004429968684994363,"['did', 'albums', nan]","('did', 'albums', nan)","['did', 'albums']","('did', 'albums')",1.0,0.004429968684994363,all,all,1.0,0.004429968684994363,of,of,1.0,0.004429968684994363,'em,'em,1.0,0.004429968684994363,did,did,5.0,0.022149843424971814,albums,albums,1.0,0.004429968684994363,,,9.0,0.03986971816494926
fe0307458,146,1,1,how much time do you think we done did   ,"['you', 'think', 'we']","('you', 'think', 'we')","['you', 'think', 'we']","('you', 'think', 'we')",1.0,0.004429968684994363,"['did', nan, nan]","('did', nan, nan)",['did'],"('did',)",1.0,0.004429968684994363,you,you,6.0,0.026579812109966176,think,think,1.0,0.004429968684994363,we,we,4.0,0.01771987473997745,did,did,5.0,0.022149843424971814,,,6.0,0.026579812109966176,,,9.0,0.03986971816494926
fe0307910,59,1,1,and i can count on just on my my my one hand how many best friends i done had ,"['best', 'friends', 'i']","('best', 'friends', 'i')","['best', 'friends', 'i']","('best', 'friends', 'i')",1.0,0.004429968684994363,"['had', nan, nan]","('had', nan, nan)",['had'],"('had',)",1.0,0.004429968684994363,best,best,1.0,0.004429968684994363,friends,friends,1.0,0.004429968684994363,i,i,12.0,0.05315962421993235,had,had,3.0,0.013289906054983088,,,6.0,0.026579812109966176,,,9.0,0.03986971816494926
fe0308273,112,1,1,this is her first time having a call she said she didn't know wh-  i'm talk telling my husband didn't know what we're supposed to talk about 'cause we're done finished talking about the censorship ,"['about', ""'cause"", ""we're""]","('about', ""'cause"", ""we're"")","['about', ""'cause"", ""we're""]","('about', ""'cause"", ""we're"")",1.0,0.004429968684994363,"['finished', 'talking', 'about']","('finished', 'talking', 'about')","['finished', 'talking', 'about']","('finished', 'talking', 'about')",1.0,0.004429968684994363,about,about,1.0,0.004429968684994363,'cause,'cause,2.0,0.008859937369988725,we're,we're,1.0,0.004429968684994363,finished,finished,1.0,0.004429968684994363,talking,talking,1.0,0.004429968684994363,about,about,2.0,0.008859937369988725
fe0308322,217,3,2,don't do nothing too strenuous 'cause you know next thing you know you done you done broke your you done throw your back out or something ,"['you', 'done', 'you']","('you', 'done', 'you')","['you', 'done', 'you']","('you', 'done', 'you')",1.0,0.004429968684994363,"['broke', 'your', 'you']","('broke', 'your', 'you')","['broke', 'your', 'you']","('broke', 'your', 'you')",1.0,0.004429968684994363,you,you,6.0,0.026579812109966176,done,done,1.0,0.004429968684994363,you,you,10.0,0.04429968684994363,broke,broke,1.0,0.004429968684994363,your,your,2.0,0.008859937369988725,you,you,1.0,0.004429968684994363
fe0308322,217,3,2,don't do nothing too strenuous 'cause you know next thing you know you done you done broke your you done throw your back out or something ,"['you', 'know', 'you']","('you', 'know', 'you')","['you', 'know', 'you']","('you', 'know', 'you')",1.0,0.004429968684994363,"['you', 'done', 'broke']","('you', 'done', 'broke')","['you', 'done', 'broke']","('you', 'done', 'broke')",1.0,0.004429968684994363,you,you,6.0,0.026579812109966176,know,know,3.0,0.013289906054983088,you,you,10.0,0.04429968684994363,you,you,1.0,0.004429968684994363,done,done,1.0,0.004429968684994363,broke,broke,1.0,0.004429968684994363
fe0308377,32,2,1, it was some woman doing it i done forgot now but you know  i've done it it's been a while yeah ,"['you', 'know', ""i've""]","('you', 'know', ""i've"")","['you', 'know', ""i've""]","('you', 'know', ""i've"")",1.0,0.004429968684994363,"['it', ""it's"", 'been']","('it', ""it's"", 'been')","['it', ""it's"", 'been']","('it', ""it's"", 'been')",1.0,0.004429968684994363,you,you,6.0,0.026579812109966176,know,know,3.0,0.013289906054983088,i've,i've,4.0,0.01771987473997745,it,it,1.0,0.004429968684994363,it's,it's,1.0,0.004429968684994363,been,been,1.0,0.004429968684994363
fe0308420,80,1,1,have you done been doing this long or ,"[nan, 'have', 'you']","(nan, 'have', 'you')","['have', 'you']","('have', 'you')",2.0,0.008859937369988725,"['been', 'doing', 'this']","('been', 'doing', 'this')","['been', 'doing', 'this']","('been', 'doing', 'this')",1.0,0.004429968684994363,,,10.0,0.04429968684994363,have,have,3.0,0.013289906054983088,you,you,10.0,0.04429968684994363,been,been,5.0,0.022149843424971814,doing,doing,1.0,0.004429968684994363,this,this,1.0,0.004429968684994363
fe0308797,17,3,2,that's i know i've been where you're at and done been there done done that one ,"[""you're"", 'at', 'and']","(""you're"", 'at', 'and')","[""you're"", 'at', 'and']","(""you're"", 'at', 'and')",1.0,0.004429968684994363,"['been', 'there', 'done']","('been', 'there', 'done')","['been', 'there', 'done']","('been', 'there', 'done')",1.0,0.004429968684994363,you're,you're,1.0,0.004429968684994363,at,at,1.0,0.004429968684994363,and,and,1.0,0.004429968684994363,been,been,5.0,0.022149843424971814,there,there,1.0,0.004429968684994363,done,done,1.0,0.004429968684994363
fe0308797,17,3,2,that's i know i've been where you're at and done been there done done that one ,"['done', 'been', 'there']","('done', 'been', 'there')","['done', 'been', 'there']","('done', 'been', 'there')",2.0,0.008859937369988725,"['done', 'that', 'one']","('done', 'that', 'one')","['done', 'that', 'one']","('done', 'that', 'one')",1.0,0.004429968684994363,done,done,2.0,0.008859937369988725,been,been,2.0,0.008859937369988725,there,there,2.0,0.008859937369988725,done,done,1.0,0.004429968684994363,that,that,2.0,0.008859937369988725,one,one,1.0,0.004429968684994363
fe0308941,168,1,1,and she said and she's eighty years old she said oh i was just sitting here si- rocking my babies and i looked at her i said rocking your babies i thought she'd done gone i was going oh something's wrong with her ,"['i', 'thought', ""she'd""]","('i', 'thought', ""she'd"")","['i', 'thought', ""she'd""]","('i', 'thought', ""she'd"")",1.0,0.004429968684994363,"['gone', 'i', 'was']","('gone', 'i', 'was')","['gone', 'i', 'was']","('gone', 'i', 'was')",1.0,0.004429968684994363,i,i,4.0,0.01771987473997745,thought,thought,1.0,0.004429968684994363,she'd,she'd,1.0,0.004429968684994363,gone,gone,2.0,0.008859937369988725,i,i,1.0,0.004429968684994363,was,was,1.0,0.004429968684994363
fe0309084,70,1,1,oh so they can do that so they they done cooked all their lives now they want to go to um  to a diner and eat you know ,"['so', 'they', 'they']","('so', 'they', 'they')","['so', 'they', 'they']","('so', 'they', 'they')",1.0,0.004429968684994363,"['cooked', 'all', 'their']","('cooked', 'all', 'their')","['cooked', 'all', 'their']","('cooked', 'all', 'their')",1.0,0.004429968684994363,so,so,1.0,0.004429968684994363,they,they,3.0,0.013289906054983088,they,they,5.0,0.022149843424971814,cooked,cooked,1.0,0.004429968684994363,all,all,3.0,0.013289906054983088,their,their,2.0,0.008859937369988725
fe0309129,148,1,1,ho- well how many times have you done used the hotline ,"['times', 'have', 'you']","('times', 'have', 'you')","['times', 'have', 'you']","('times', 'have', 'you')",1.0,0.004429968684994363,"['used', 'the', 'hotline']","('used', 'the', 'hotline')","['used', 'the', 'hotline']","('used', 'the', 'hotline')",1.0,0.004429968684994363,times,times,1.0,0.004429968684994363,have,have,3.0,0.013289906054983088,you,you,10.0,0.04429968684994363,used,used,1.0,0.004429968684994363,the,the,5.0,0.022149843424971814,hotline,hotline,1.0,0.004429968684994363
fe0309409,19,1,1,now that they done killed the two brothers ,"['now', 'that', 'they']","('now', 'that', 'they')","['now', 'that', 'they']","('now', 'that', 'they')",1.0,0.004429968684994363,"['killed', 'the', 'two']","('killed', 'the', 'two')","['killed', 'the', 'two']","('killed', 'the', 'two')",1.0,0.004429968684994363,now,now,3.0,0.013289906054983088,that,that,4.0,0.01771987473997745,they,they,5.0,0.022149843424971814,killed,killed,2.0,0.008859937369988725,the,the,5.0,0.022149843424971814,two,two,2.0,0.008859937369988725
fe0309753,127,1,1,mhm  well by that time everything else done gone up right  so we're back at square one  ,"['time', 'everything', 'else']","('time', 'everything', 'else')","['time', 'everything', 'else']","('time', 'everything', 'else')",1.0,0.004429968684994363,"['gone', 'up', 'right']","('gone', 'up', 'right')","['gone', 'up', 'right']","('gone', 'up', 'right')",1.0,0.004429968684994363,time,time,1.0,0.004429968684994363,everything,everything,1.0,0.004429968684994363,else,else,1.0,0.004429968684994363,gone,gone,2.0,0.008859937369988725,up,up,4.0,0.01771987473997745,right,right,1.0,0.004429968684994363
