File,Line,InstancesCountPerLine,FeatureCountPerLine,Content,L3_L1_List,L3_L1_Tuple,CleanedL3_L1_List,CleanedL3_L1_Tuple,Count_CleanedL3_L1_Tuple,NormCount_CleanedL3_L1_Tuple,R1_R3_List,R1_R3_Tuple,CleanedR1_R3_List,CleanedR1_R3_Tuple,Count_CleanedR1_R3_Tuple,NormCount_CleanedR1_R3_Tuple,L3,Cleaned_L3,L3_Count,L3_Norm_Count,L2,Cleaned_L2,L2_Count,L2_Norm_Count,L1,Cleaned_L1,L1_Count,L1_Norm_Count,R1,Cleaned_R1,R1_Count,R1_Norm_Count,R2,Cleaned_R2,R2_Count,R2_Norm_Count,R3,Cleaned_R3,R3_Count,R3_Norm_Count
sw2692A-ms98-a,121,2,2,the country expression you know if it ain't if it ain't broke don't fix it,"['know', 'if', 'it']","('know', 'if', 'it')","['know', 'if', 'it']","('know', 'if', 'it')",1.0,0.030584949391084245,"['if', 'it', ""ain't""]","('if', 'it', ""ain't"")","['if', 'it', ""ain't""]","('if', 'it', ""ain't"")",1.0,0.030584949391084245,know,know,1.0,0.030584949391084245,if,if,3.0,0.09175484817325272,it,it,7.0,0.2140946457375897,if,if,1.0,0.030584949391084245,it,it,3.0,0.09175484817325272,ain't,ain't,2.0,0.06116989878216849
sw2692A-ms98-a,121,2,2,the country expression you know if it ain't if it ain't broke don't fix it,"[""ain't"", 'if', 'it']","(""ain't"", 'if', 'it')","[""ain't"", 'if', 'it']","(""ain't"", 'if', 'it')",1.0,0.030584949391084245,"['broke', ""don't"", 'fix']","('broke', ""don't"", 'fix')","['broke', ""don't"", 'fix']","('broke', ""don't"", 'fix')",1.0,0.030584949391084245,ain't,ain't,2.0,0.06116989878216849,if,if,3.0,0.09175484817325272,it,it,7.0,0.2140946457375897,broke,broke,1.0,0.030584949391084245,don't,don't,1.0,0.030584949391084245,fix,fix,1.0,0.030584949391084245
sw2893B-ms98-a,70,1,1,yeah well actually like i say it ain't as bad this time because i was in shape when i got pregnant,"['i', 'say', 'it']","('i', 'say', 'it')","['i', 'say', 'it']","('i', 'say', 'it')",1.0,0.030584949391084245,"['as', 'bad', 'this']","('as', 'bad', 'this')","['as', 'bad', 'this']","('as', 'bad', 'this')",1.0,0.030584949391084245,i,i,1.0,0.030584949391084245,say,say,1.0,0.030584949391084245,it,it,7.0,0.2140946457375897,as,as,1.0,0.030584949391084245,bad,bad,1.0,0.030584949391084245,this,this,1.0,0.030584949391084245
sw2911A-ms98-a,90,1,1,well we're having a hard time right now too but it's just who if the kid if kids don't have direction if their mother ain't home directing them through the day kids are growing up wild nowadays,"['if', 'their', 'mother']","('if', 'their', 'mother')","['if', 'their', 'mother']","('if', 'their', 'mother')",1.0,0.030584949391084245,"['home', 'directing', 'them']","('home', 'directing', 'them')","['home', 'directing', 'them']","('home', 'directing', 'them')",1.0,0.030584949391084245,if,if,1.0,0.030584949391084245,their,their,1.0,0.030584949391084245,mother,mother,1.0,0.030584949391084245,home,home,1.0,0.030584949391084245,directing,directing,1.0,0.030584949391084245,them,them,1.0,0.030584949391084245
sw2913B-ms98-a,47,1,1, Kyle i'm on the telephone i'll be right i'll be right there  sorry  now you're glad you ain't got a four year old ,"[""you're"", 'glad', 'you']","(""you're"", 'glad', 'you')","[""you're"", 'glad', 'you']","(""you're"", 'glad', 'you')",1.0,0.030584949391084245,"['got', 'a', 'four']","('got', 'a', 'four')","['got', 'a', 'four']","('got', 'a', 'four')",1.0,0.030584949391084245,you're,you're,1.0,0.030584949391084245,glad,glad,1.0,0.030584949391084245,you,you,2.0,0.06116989878216849,got,got,2.0,0.06116989878216849,a,a,1.0,0.030584949391084245,four,four,1.0,0.030584949391084245
sw2968B-ms98-a,116,1,1,which i'm sure he ain't poor,"[""i'm"", 'sure', 'he']","(""i'm"", 'sure', 'he')","[""i'm"", 'sure', 'he']","(""i'm"", 'sure', 'he')",1.0,0.030584949391084245,"['poor', nan, nan]","('poor', nan, nan)",['poor'],"('poor',)",1.0,0.030584949391084245,i'm,i'm,1.0,0.030584949391084245,sure,sure,1.0,0.030584949391084245,he,he,1.0,0.030584949391084245,poor,poor,1.0,0.030584949391084245,,,4.0,0.12233979756433698,,,7.0,0.2140946457375897
sw3348A-ms98-a,61,2,2,ain't because_1 it ain't Tetris ,"[nan, nan, nan]","(nan, nan, nan)",[],(),1.0,0.030584949391084245,"['because_1', 'it', ""ain't""]","('because_1', 'it', ""ain't"")","['because1', 'it', ""ain't""]","('because1', 'it', ""ain't"")",1.0,0.030584949391084245,,,2.0,0.06116989878216849,,,1.0,0.030584949391084245,,,1.0,0.030584949391084245,because_1,because1,1.0,0.030584949391084245,it,it,3.0,0.09175484817325272,ain't,ain't,2.0,0.06116989878216849
sw3348A-ms98-a,61,2,2,ain't because_1 it ain't Tetris ,"[""ain't"", 'because_1', 'it']","(""ain't"", 'because_1', 'it')","[""ain't"", 'because1', 'it']","(""ain't"", 'because1', 'it')",1.0,0.030584949391084245,"['Tetris', nan, nan]","('Tetris', nan, nan)",['tetris'],"('tetris',)",1.0,0.030584949391084245,ain't,ain't,2.0,0.06116989878216849,because_1,because1,1.0,0.030584949391084245,it,it,7.0,0.2140946457375897,Tetris,tetris,1.0,0.030584949391084245,,,4.0,0.12233979756433698,,,7.0,0.2140946457375897
sw3348B-ms98-a,41,1,1,and the other version's called Ain't,"['other', ""version's"", 'called']","('other', ""version's"", 'called')","['other', ""version's"", 'called']","('other', ""version's"", 'called')",1.0,0.030584949391084245,"[nan, nan, nan]","(nan, nan, nan)",[],(),1.0,0.030584949391084245,other,other,1.0,0.030584949391084245,version's,version's,1.0,0.030584949391084245,called,called,1.0,0.030584949391084245,,,1.0,0.030584949391084245,,,4.0,0.12233979756433698,,,7.0,0.2140946457375897
sw3379A-ms98-a,26,1,1,just on an economic point of view if the Soviet Union doesn't do something fast they're they ain't gonna be able to feed their people this this winter you know but,"['fast', ""they're"", 'they']","('fast', ""they're"", 'they')","['fast', ""they're"", 'they']","('fast', ""they're"", 'they')",1.0,0.030584949391084245,"['gonna', 'be', 'able']","('gonna', 'be', 'able')","['gonna', 'be', 'able']","('gonna', 'be', 'able')",1.0,0.030584949391084245,fast,fast,1.0,0.030584949391084245,they're,they're,1.0,0.030584949391084245,they,they,1.0,0.030584949391084245,gonna,gonna,3.0,0.09175484817325272,be,be,1.0,0.030584949391084245,able,able,1.0,0.030584949391084245
sw3415A-ms98-a,14,1,1,period then you know then if they catch them_1 with one then fine but just gun control ain't going to stop them_1 from having a gun,"['just', 'gun', 'control']","('just', 'gun', 'control')","['just', 'gun', 'control']","('just', 'gun', 'control')",1.0,0.030584949391084245,"['going', 'to', 'stop']","('going', 'to', 'stop')","['going', 'to', 'stop']","('going', 'to', 'stop')",1.0,0.030584949391084245,just,just,1.0,0.030584949391084245,gun,gun,1.0,0.030584949391084245,control,control,1.0,0.030584949391084245,going,going,2.0,0.06116989878216849,to,to,2.0,0.06116989878216849,stop,stop,1.0,0.030584949391084245
sw3415A-ms98-a,58,1,1,i'll know if they go in the room because there ain't but two bedrooms so it's like right there,"['room', 'because', 'there']","('room', 'because', 'there')","['room', 'because', 'there']","('room', 'because', 'there')",1.0,0.030584949391084245,"['but', 'two', 'bedrooms']","('but', 'two', 'bedrooms')","['but', 'two', 'bedrooms']","('but', 'two', 'bedrooms')",1.0,0.030584949391084245,room,room,1.0,0.030584949391084245,because,because,1.0,0.030584949391084245,there,there,4.0,0.12233979756433698,but,but,1.0,0.030584949391084245,two,two,1.0,0.030584949391084245,bedrooms,bedrooms,1.0,0.030584949391084245
sw3435A-ms98-a,54,1,1,you know i can hit a great drives and think i'm going to do all awesome on this hole but it ain't going to happen,"['hole', 'but', 'it']","('hole', 'but', 'it')","['hole', 'but', 'it']","('hole', 'but', 'it')",1.0,0.030584949391084245,"['going', 'to', 'happen']","('going', 'to', 'happen')","['going', 'to', 'happen']","('going', 'to', 'happen')",1.0,0.030584949391084245,hole,hole,1.0,0.030584949391084245,but,but,3.0,0.09175484817325272,it,it,7.0,0.2140946457375897,going,going,2.0,0.06116989878216849,to,to,2.0,0.06116989878216849,happen,happen,1.0,0.030584949391084245
sw3695B-ms98-a,47,1,1,i mean sure having a Mazda or a Nissan or whatever they're called these days sure that'd be a real status symbol but you ain't gonna impress my neighbors,"['symbol', 'but', 'you']","('symbol', 'but', 'you')","['symbol', 'but', 'you']","('symbol', 'but', 'you')",1.0,0.030584949391084245,"['gonna', 'impress', 'my']","('gonna', 'impress', 'my')","['gonna', 'impress', 'my']","('gonna', 'impress', 'my')",1.0,0.030584949391084245,symbol,symbol,1.0,0.030584949391084245,but,but,3.0,0.09175484817325272,you,you,2.0,0.06116989878216849,gonna,gonna,3.0,0.09175484817325272,impress,impress,1.0,0.030584949391084245,my,my,1.0,0.030584949391084245
sw3971B-ms98-a,28,1,1,you go- you got to do something when football ain't on so,"['something', 'when', 'football']","('something', 'when', 'football')","['something', 'when', 'football']","('something', 'when', 'football')",1.0,0.030584949391084245,"['on', 'so', nan]","('on', 'so', nan)","['on', 'so']","('on', 'so')",1.0,0.030584949391084245,something,something,1.0,0.030584949391084245,when,when,1.0,0.030584949391084245,football,football,1.0,0.030584949391084245,on,on,1.0,0.030584949391084245,so,so,1.0,0.030584949391084245,,,7.0,0.2140946457375897
sw3990B-ms98-a,51,1,1, and if they sell you well enough there ain't nothing that's going to change your mind ,"['well', 'enough', 'there']","('well', 'enough', 'there')","['well', 'enough', 'there']","('well', 'enough', 'there')",1.0,0.030584949391084245,"['nothing', ""that's"", 'going']","('nothing', ""that's"", 'going')","['nothing', ""that's"", 'going']","('nothing', ""that's"", 'going')",1.0,0.030584949391084245,well,well,2.0,0.06116989878216849,enough,enough,1.0,0.030584949391084245,there,there,4.0,0.12233979756433698,nothing,nothing,1.0,0.030584949391084245,that's,that's,1.0,0.030584949391084245,going,going,1.0,0.030584949391084245
sw4063A-ms98-a,29,1,1,yeah i understand that ri- right now that's just the problem i have and we don't ain't been able to save any because i am putting my wife through school right now,"['and', 'we', ""don't""]","('and', 'we', ""don't"")","['and', 'we', ""don't""]","('and', 'we', ""don't"")",1.0,0.030584949391084245,"['been', 'able', 'to']","('been', 'able', 'to')","['been', 'able', 'to']","('been', 'able', 'to')",1.0,0.030584949391084245,and,and,2.0,0.06116989878216849,we,we,1.0,0.030584949391084245,don't,don't,1.0,0.030584949391084245,been,been,2.0,0.06116989878216849,able,able,1.0,0.030584949391084245,to,to,3.0,0.09175484817325272
sw4065B-ms98-a,49,1,1, yeah it's just a gallbladder it ain't  you know no problem yeah i guess that's j- uh that's basically what they're doing then just forcing you to be responsible but i guess some people have to be forced so ,"['a', 'gallbladder', 'it']","('a', 'gallbladder', 'it')","['a', 'gallbladder', 'it']","('a', 'gallbladder', 'it')",1.0,0.030584949391084245,"['you', 'know', 'no']","('you', 'know', 'no')","['you', 'know', 'no']","('you', 'know', 'no')",1.0,0.030584949391084245,a,a,1.0,0.030584949391084245,gallbladder,gallbladder,1.0,0.030584949391084245,it,it,7.0,0.2140946457375897,you,you,1.0,0.030584949391084245,know,know,1.0,0.030584949391084245,no,no,1.0,0.030584949391084245
sw4126B-ms98-a,37,1,1,out in the garage but it's it's been kind of raining and stuff around here lately so there ain't been much of a chance to go riding a bicycle ,"['lately', 'so', 'there']","('lately', 'so', 'there')","['lately', 'so', 'there']","('lately', 'so', 'there')",1.0,0.030584949391084245,"['been', 'much', 'of']","('been', 'much', 'of')","['been', 'much', 'of']","('been', 'much', 'of')",1.0,0.030584949391084245,lately,lately,1.0,0.030584949391084245,so,so,1.0,0.030584949391084245,there,there,4.0,0.12233979756433698,been,been,2.0,0.06116989878216849,much,much,1.0,0.030584949391084245,of,of,1.0,0.030584949391084245
sw4219A-ms98-a,77,1,1,well that ain't gonna work,"[nan, 'well', 'that']","(nan, 'well', 'that')","['well', 'that']","('well', 'that')",1.0,0.030584949391084245,"['gonna', 'work', nan]","('gonna', 'work', nan)","['gonna', 'work']","('gonna', 'work')",1.0,0.030584949391084245,,,2.0,0.06116989878216849,well,well,1.0,0.030584949391084245,that,that,4.0,0.12233979756433698,gonna,gonna,3.0,0.09175484817325272,work,work,1.0,0.030584949391084245,,,7.0,0.2140946457375897
